,NZ,N,Z,A,el,o,massexcess,uncmassex,binding,uncbind,B,beta,uncbeta,am_int,am_float,uncatmass
234,2,18,16,34,S  ,    ,-29931.685,0.045,8583.498,0.001,B-,-5491.603,0.038,33,967867.012,0.047
235,0,17,17,34,Cl ,    ,-24440.082,0.049,8398.97,0.001,B-,-6061.792,0.063,33,973762.491,0.052
236,-2,16,18,34,Ar ,    ,-18378.29,0.078,8197.672,0.002,B-,-17.158,0.196,33,980270.093,0.083
237,-4,15,19,34,K  ,   x,-0.0122,0.00196,7.67,0.006,B-,-15.072,0.357,33,9.9869,0.0021
238,-6,14,20,34,Ca ,   x,0.13851,0.00298,7.204,0.009,B-,0.0,0.0,34,0.1487,0.0032
239,13,24,11,35,Na ,  -n,0.38231,0.0067,6.733,0.019,B-,22.592,0.723,35,0.41043,0.0072
240,11,23,12,35,Mg ,   x,15639.784,269.668,7356.233,7.705,B-,15863.512,269.768,35,16790.0,289.5
241,9,22,13,35,Al ,   x,-223.728,7.359,7787.124,0.21,B-,14167.729,36.605,34,999759.817,7.9
242,7,21,14,35,Si ,2p-n,-14391.457,35.857,8169.563,1.024,B-,10466.342,35.905,34,984550.134,38.494
243,5,20,15,35,P  ,  +p,-24857.799,1.866,8446.249,0.053,B-,3988.407,1.867,34,973314.053,2.003
244,3,19,16,35,S  ,    ,-28846.206,0.04,8537.85,0.001,B-,167.322,0.026,34,969032.322,0.043
245,1,18,17,35,Cl ,    ,-29013.528,0.035,8520.278,0.001,B-,-5966.243,0.679,34,968852.694,0.038
246,-1,17,18,35,Ar ,   -,-23047.284,0.68,8327.461,0.019,B-,-11874.394,0.852,34,975257.721,0.73
247,-3,16,19,35,K  ,  4n,-11172.891,0.512,7965.84,0.015,B-,-15.961,0.196,34,988005.407,0.55
248,-5,15,20,35,Ca ,   x,0.04788,0.00196,7.487,0.006,B-,0.0,0.0,35,0.0514,0.0021
249,14,25,11,36,Na ,  -n,0.46303,0.00678,6.546,0.019,B-,25.923,0.967,36,0.49708,0.00728
250,12,24,12,36,Mg ,   x,20380.157,690.237,7244.419,19.173,B-,14429.774,706.243,36,21879.0,741.0
251,10,23,13,36,Al ,   x,5950.384,149.505,7623.515,4.153,B-,18386.508,165.851,36,6388.0,160.5
252,8,22,14,36,Si ,   x,-12436.124,71.797,8112.519,1.994,B-,7814.911,72.985,35,986649.271,77.077
253,6,21,15,36,P  ,   +,-20251.034,13.114,8307.868,0.364,B-,10413.096,13.112,35,978259.619,14.078
254,4,20,16,36,S  ,    ,-30664.131,0.188,8575.389,0.005,B-,-1142.126,0.189,35,967080.699,0.201
255,2,19,17,36,Cl ,    ,-29522.005,0.036,8521.931,0.001,B-,709.535,0.045,35,968306.822,0.038
256,0,18,18,36,Ar ,    ,-30231.54,0.027,8519.909,0.001,B-,-12814.475,0.342,35,967545.105,0.028
257,-2,17,19,36,K  ,    ,-17417.065,0.341,8142.219,0.009,B-,-10965.916,40.001,35,981302.01,0.366
258,-4,16,20,36,Ca ,  4n,-6451.149,40.0,7815.879,1.111,B-,-21.802,0.301,35,993074.406,42.941
259,-6,15,21,36,Sc ,   x,0.15351,0.00298,7.189,0.008,B-,0.0,0.0,36,0.1648,0.0032
260,15,26,11,37,Na , -nn,0.53534,0.00687,6.392,0.019,B-,25.323,0.98,37,0.57471,0.00737
261,13,25,12,37,Mg ,  -n,28211.474,698.947,7055.111,18.89,B-,18401.911,721.814,37,30286.265,750.35
262,11,24,13,37,Al ,   x,9809.563,180.244,7531.315,4.871,B-,16381.075,213.168,37,10531.0,193.5
263,9,23,14,37,Si ,   x,-6571.511,113.809,7952.903,3.076,B-,12424.486,119.969,36,992945.191,122.179
264,7,22,15,37,P  ,p-2n,-18995.998,37.948,8267.555,1.026,B-,7900.419,37.947,36,979606.956,40.738
265,5,21,16,37,S  ,  -n,-26896.417,0.198,8459.935,0.005,B-,4865.121,0.196,36,971125.507,0.212
266,3,20,17,37,Cl ,    ,-31761.538,0.052,8570.281,0.001,B-,-813.873,0.2,36,965902.584,0.055
267,1,19,18,37,Ar ,   -,-30947.664,0.207,8527.139,0.006,B-,-6147.465,0.227,36,966776.314,0.221
268,-1,18,19,37,K  ,  -p,-24800.199,0.094,8339.847,0.003,B-,-11664.133,0.641,36,973375.889,0.1
269,-3,17,20,37,Ca ,   x,-13136.066,0.634,8003.456,0.017,B-,-16.656,0.3,36,985897.852,0.68
270,-5,16,21,37,Sc ,   x,0.0352,0.003,7.532,0.008,B-,0.0,0.0,37,0.03779,0.00322
271,14,26,12,38,Mg ,   x,0.34074,0.00503,6.928,0.013,B-,17.864,0.627,38,0.3658,0.0054
272,12,25,13,38,Al ,   x,16209.859,374.461,7377.097,9.854,B-,20380.157,388.847,38,17402.0,402.0
273,10,24,14,38,Si ,   x,-4170.299,104.793,7892.829,2.758,B-,10451.265,127.474,37,995523.0,112.5
274,8,23,15,38,P  ,   x,-14621.563,72.581,8147.274,1.91,B-,12239.64,72.934,37,984303.105,77.918
275,6,22,16,38,S  ,   +,-26861.203,7.172,8448.782,0.189,B-,2936.9,7.171,37,971163.31,7.699
276,4,21,17,38,Cl ,  -n,-29798.103,0.098,8505.481,0.003,B-,4916.718,0.218,37,968010.418,0.105
277,2,20,18,38,Ar ,    ,-34714.821,0.195,8614.28,0.005,B-,-5914.066,0.045,37,962732.104,0.209
278,0,19,19,38,K  ,    ,-28800.755,0.195,8438.058,0.005,B-,-6742.256,0.063,37,969081.116,0.209
279,-2,18,20,38,Ca ,    ,-22058.499,0.194,8240.043,0.005,B-,-17.809,0.2,37,976319.226,0.208
280,-4,17,21,38,Sc ,   x,-0.04249,0.002,7.751,0.005,B-,-15.119,0.361,37,9.95438,0.00215
281,-6,16,22,38,Ti ,   x,0.1087,0.003,7.332,0.008,B-,0.0,0.0,38,0.11669,0.00322
282,15,27,12,39,Mg ,  -n,0.42275,0.00513,6.747,0.013,B-,21.625,0.65,39,0.45384,0.00551
283,13,26,13,39,Al ,   x,0.2065,0.004,7.281,0.01,B-,18.33,0.422,39,0.22169,0.00429
284,11,25,14,39,Si ,   x,2320.352,135.532,7730.979,3.475,B-,15094.986,176.232,39,2491.0,145.5
285,9,24,15,39,P  ,   x,-12774.634,112.645,8097.969,2.888,B-,10388.033,123.243,38,986285.865,120.929
286,7,23,16,39,S  ,2p-n,-23162.667,50.0,8344.269,1.282,B-,6637.538,50.03,38,975133.852,53.677
287,5,22,17,39,Cl , -nn,-29800.205,1.732,8494.402,0.044,B-,3441.985,5.292,38,968008.162,1.859
288,3,21,18,39,Ar ,   +,-33242.19,5.0,8562.598,0.128,B-,565.0,5.0,38,964313.039,5.367
289,1,20,19,39,K  ,    ,-33807.1901,0.00458,8557.025,0.0,B-,-6524.488,0.596,38,963706.48661,0.00492
290,-1,19,20,39,Ca ,    ,-27282.702,0.596,8369.67,0.015,B-,-13109.993,24.007,38,970710.813,0.64
291,-3,18,21,39,Sc ,2n-p,-14172.709,24.0,8013.456,0.615,B-,-16.373,0.202,38,984784.97,25.765
292,-5,17,22,39,Ti ,   x,0.022,0.002,7.574,0.005,B-,0.0,0.0,39,0.02362,0.00215
293,16,28,12,40,Mg ,   x,0.4835,0.005,6.628,0.013,B-,20.76,0.64,40,0.51906,0.00537
294,14,27,13,40,Al ,   x,0.2759,0.004,7.127,0.01,B-,22.16,0.528,40,0.29619,0.00429
295,12,26,14,40,Si ,   x,5429.679,345.119,7661.754,8.628,B-,13544.049,377.749,40,5829.0,370.5
296,10,25,15,40,P  ,   x,-8114.37,153.582,7980.796,3.84,B-,14723.476,153.633,39,991288.865,164.876
297,8,24,16,40,S  ,    ,-22837.846,3.982,8329.325,0.1,B-,4719.967,32.312,39,975482.562,4.274
298,6,23,17,40,Cl ,   +,-27557.813,32.066,8427.765,0.802,B-,7482.082,32.066,39,970415.469,34.423
299,4,22,18,40,Ar ,    ,-35039.89464,0.00224,8595.259,0.0,B-,-1504.403,0.056,39,962383.12378,0.0024
300,2,21,19,40,K  ,    ,-33535.492,0.056,8538.09,0.001,B-,1310.893,0.06,39,963998.166,0.06
301,0,20,20,40,Ca ,    ,-34846.384,0.021,8551.303,0.001,B-,-14323.05,2.828,39,962590.865,0.022
302,-2,19,21,40,Sc ,   -,-20523.335,2.828,8173.669,0.071,B-,-11672.95,160.025,39,977967.292,3.036
303,-4,18,22,40,Ti ,  --,-8850.384,160.0,7862.286,4.0,B-,-21.02,0.34,39,990498.721,171.767
304,-6,17,23,40,V  ,   x,0.1217,0.003,7.317,0.007,B-,0.0,0.0,40,0.13065,0.00322
305,15,28,13,41,Al ,   x,0.3342,0.005,7.008,0.012,B-,21.3,0.747,41,0.35878,0.00537
306,13,27,14,41,Si ,   x,12119.668,554.705,7508.573,13.529,B-,17099.435,567.571,41,13011.0,595.5
307,11,26,15,41,P  ,   x,-4979.767,120.163,7906.551,2.931,B-,14028.81,120.233,40,994654.0,129.0
308,9,25,16,41,S  ,   x,-19008.577,4.099,8229.635,0.1,B-,8298.611,68.846,40,979593.451,4.4
309,7,24,17,41,Cl ,   x,-27307.189,68.723,8412.959,1.676,B-,5760.317,68.724,40,970684.525,73.777
310,5,23,18,41,Ar ,  -n,-33067.505,0.347,8534.372,0.008,B-,2492.038,0.347,40,964500.571,0.372
311,3,22,19,41,K  ,    ,-35559.54331,0.0038,8576.072,0.0,B-,-421.653,0.138,40,961825.25796,0.00408
312,1,21,20,41,Ca ,    ,-35137.89,0.138,8546.706,0.003,B-,-6495.478,0.158,40,962277.921,0.147
313,-1,20,21,41,Sc ,    ,-28642.412,0.083,8369.198,0.002,B-,-12944.875,27.945,40,969251.104,0.088
314,-3,19,22,41,Ti ,   x,-15697.537,27.945,8034.388,0.682,B-,-16.018,0.202,40,983148.0,30.0
315,-5,18,23,41,V  ,   x,0.0032,0.002,7.625,0.005,B-,0.0,0.0,41,0.00344,0.00215
316,16,29,13,42,Al ,   x,0.401,0.006,6.874,0.014,B-,23.63,0.781,42,0.43049,0.00644
317,14,28,14,42,Si ,   x,0.1647,0.005,7.418,0.012,B-,15.46,0.591,42,0.17681,0.00537
318,12,27,15,42,P  ,   x,1009.74,314.379,7767.866,7.485,B-,18647.485,314.392,42,1084.0,337.5
319,10,26,16,42,S  ,   x,-17637.746,2.794,8193.227,0.067,B-,7194.021,59.681,41,981065.1,3.0
320,8,25,17,42,Cl ,   x,-24831.767,59.616,8345.886,1.419,B-,9590.908,59.895,41,973342.0,64.0
321,6,24,18,42,Ar ,   x,-34422.675,5.775,8555.613,0.138,B-,599.351,5.776,41,963045.736,6.2
322,4,23,19,42,K  ,  -n,-35022.026,0.106,8551.256,0.003,B-,3525.219,0.183,41,962402.306,0.113
323,2,22,20,42,Ca ,    ,-38547.245,0.149,8616.563,0.004,B-,-6426.092,0.097,41,958617.828,0.159
324,0,21,21,42,Sc ,    ,-32121.153,0.169,8444.933,0.004,B-,-7016.479,0.224,41,965516.522,0.181
325,-2,20,22,42,Ti ,    ,-25104.674,0.277,8259.247,0.007,B-,-17.485,0.196,41,973049.022,0.297
326,-4,19,23,42,V  ,   x,-0.0762,0.00196,7.824,0.005,B-,-14.35,0.445,41,9.9182,0.0021
327,-6,18,24,42,Cr ,   x,0.0673,0.004,7.464,0.01,B-,0.0,0.0,42,0.07225,0.00429
328,17,30,13,43,Al ,   x,0.4702,0.008,6.741,0.019,B-,23.919,0.998,43,0.50478,0.00859
329,15,29,14,43,Si ,   x,0.23101,0.00596,7.279,0.014,B-,18.421,0.814,43,0.248,0.0064
330,13,28,15,43,P  ,   x,4679.826,554.705,7689.572,12.9,B-,16875.285,554.727,43,5024.0,595.5
331,11,27,16,43,S  ,   x,-12195.459,4.97,8063.827,0.116,B-,11964.049,62.058,42,986907.635,5.335
332,9,26,17,43,Cl ,   x,-24159.508,61.858,8323.866,1.439,B-,7850.3,62.086,42,974063.7,66.407
333,7,25,18,43,Ar ,   x,-32009.808,5.31,8488.237,0.123,B-,4565.581,5.325,42,965636.055,5.7
334,5,24,19,43,K  , -4n,-36575.389,0.41,8576.22,0.01,B-,1833.434,0.469,42,960734.703,0.44
335,3,23,20,43,Ca ,    ,-38408.822,0.228,8600.663,0.005,B-,-2220.72,1.865,42,958766.43,0.244
336,1,22,21,43,Sc ,  -p,-36188.102,1.863,8530.825,0.043,B-,-6867.02,7.481,42,961150.472,1.999
337,-1,21,22,43,Ti ,-n2p,-29321.082,7.245,8352.932,0.168,B-,-11404.726,43.457,42,968522.521,7.777
338,-3,20,23,43,V  ,   x,-17916.356,42.849,8069.512,0.996,B-,-15.946,0.402,42,980766.0,46.0
339,-5,19,24,43,Cr ,   x,-0.0197,0.004,7.68,0.009,B-,0.0,0.0,42,9.97885,0.00429
340,16,30,14,44,Si ,   x,0.28513,0.00596,7.174,0.014,B-,18.063,0.778,44,0.3061,0.0064
341,14,29,15,44,P  ,   x,0.1045,0.005,7.567,0.011,B-,19.655,0.5,44,0.11219,0.00537
342,12,28,16,44,S  ,   x,-9204.233,5.216,7996.015,0.119,B-,11180.29,136.421,43,990118.848,5.6
343,10,27,17,44,Cl ,   x,-20384.523,136.321,8232.332,3.098,B-,12288.731,136.33,43,978116.312,146.346
344,8,26,18,44,Ar ,   x,-32673.255,1.584,8493.84,0.036,B-,3108.237,1.638,43,964923.816,1.7
345,6,25,19,44,K  ,   x,-35781.492,0.419,8546.701,0.01,B-,5687.183,0.53,43,961586.986,0.45
346,4,24,20,44,Ca ,    ,-41468.675,0.325,8658.175,0.007,B-,-3652.69,1.757,43,955481.543,0.348
347,2,23,21,44,Sc ,  -p,-37815.985,1.756,8557.379,0.04,B-,-267.416,1.89,43,959402.867,1.884
348,0,22,22,44,Ti ,  -a,-37548.569,0.7,8533.52,0.016,B-,-13432.189,181.643,43,959689.951,0.751
349,-2,21,23,44,V  ,   x,-24116.38,181.641,8210.463,4.128,B-,-10.756,0.351,43,974110.0,195.0
350,-4,20,24,44,Cr ,   x,-0.1336,0.003,7.948,0.007,B-,-20.39,0.583,43,9.85657,0.00322
351,-6,19,25,44,Mn ,   x,0.0703,0.005,7.467,0.011,B-,0.0,0.0,44,0.07547,0.00537
352,17,31,14,45,Si ,   x,0.3749,0.007,6.995,0.016,B-,21.89,0.86,45,0.40247,0.00751
353,15,30,15,45,P  ,   x,0.156,0.005,7.464,0.011,B-,19.589,1.15,45,0.16747,0.00537
354,13,29,16,45,S  ,   x,-3989.589,1035.356,7881.807,23.008,B-,14272.954,1044.271,44,995717.0,1111.5
355,11,28,17,45,Cl ,   x,-18262.543,136.163,8181.598,3.026,B-,11508.254,136.164,44,980394.353,146.177
356,9,27,18,45,Ar ,   x,-29770.796,0.512,8419.952,0.011,B-,6844.841,0.731,44,968039.733,0.55
357,7,26,19,45,K  ,   x,-36615.638,0.522,8554.674,0.012,B-,4196.536,0.637,44,960691.493,0.56
358,5,25,20,45,Ca ,    ,-40812.174,0.366,8630.545,0.008,B-,259.722,0.747,44,956186.326,0.392
359,3,24,21,45,Sc ,    ,-41071.896,0.675,8618.931,0.015,B-,-2062.056,0.509,44,955907.503,0.724
360,1,23,22,45,Ti ,    ,-39009.84,0.845,8555.722,0.019,B-,-7123.824,0.214,44,958121.211,0.907
361,-1,22,23,45,V  ,    ,-31886.016,0.872,8380.029,0.019,B-,-12371.217,35.408,44,965768.951,0.935
362,-3,21,24,45,Cr ,   x,-19514.799,35.397,8087.728,0.787,B-,-14.265,0.401,44,979050.0,38.0
363,-5,20,25,45,Mn ,   x,-0.0525,0.004,7.753,0.009,B-,-19.012,0.565,44,9.94364,0.00429
364,-7,19,26,45,Fe , -pp,0.13762,0.004,7.313,0.009,B-,0.0,0.0,45,0.14774,0.00429
365,16,31,15,46,P  ,   x,0.2297,0.007,7.317,0.015,B-,22.63,0.86,46,0.24659,0.00751
366,14,30,16,46,S  ,   x,0.0034,0.005,7.792,0.011,B-,14.199,0.542,46,0.00365,0.00537
367,12,29,17,46,Cl ,   x,-13859.398,208.661,8083.48,4.536,B-,15913.528,208.664,45,985121.323,224.006
368,10,28,18,46,Ar ,   x,-29772.926,1.118,8412.419,0.024,B-,5640.997,1.333,45,968037.446,1.2
369,8,27,19,46,K  ,   x,-35413.924,0.727,8518.042,0.016,B-,7725.438,2.35,45,961981.586,0.78
370,6,26,20,46,Ca ,    ,-43139.361,2.235,8668.979,0.049,B-,-1378.143,2.333,45,953687.988,2.399
371,4,25,21,46,Sc ,  -n,-41761.219,0.683,8622.012,0.015,B-,2366.581,0.667,45,955167.485,0.732
372,2,24,22,46,Ti ,    ,-44127.799,0.165,8656.451,0.004,B-,-7052.449,0.093,45,952626.856,0.176
373,0,23,23,46,V  ,    ,-37075.351,0.202,8486.13,0.004,B-,-7603.784,11.455,45,960197.971,0.216
374,-2,22,24,46,Cr ,    ,-29471.567,11.453,8303.823,0.249,B-,-16.902,0.4,45,968360.97,12.295
375,-4,21,25,46,Mn ,   x,-0.1257,0.004,7.919,0.009,B-,-13.48,0.64,45,9.86506,0.00429
376,-6,20,26,46,Fe ,   x,0.0091,0.005,7.609,0.011,B-,0.0,0.0,46,0.00977,0.00537
377,17,32,15,47,P  ,   x,0.2971,0.008,7.19,0.017,B-,22.34,0.944,47,0.31895,0.00859
378,15,31,16,47,S  ,   x,0.0737,0.005,7.648,0.011,B-,17.15,0.64,47,0.07912,0.00537
379,13,30,17,47,Cl ,   x,-0.0978,0.004,7.996,0.009,B-,15.587,0.4,46,9.89501,0.00429
380,11,29,18,47,Ar ,   x,-25366.338,1.118,8311.404,0.024,B-,10345.638,1.789,46,972768.114,1.2
381,9,28,19,47,K  ,   x,-35711.976,1.397,8514.879,0.03,B-,6632.442,2.625,46,961661.614,1.5
382,7,27,20,47,Ca ,    ,-42344.418,2.222,8639.349,0.047,B-,1992.177,1.185,46,954541.394,2.385
383,5,26,21,47,Sc ,    ,-44336.595,1.933,8665.09,0.041,B-,600.769,1.929,46,952402.704,2.074
384,3,25,22,47,Ti ,    ,-44937.364,0.115,8661.227,0.002,B-,-2930.746,0.138,46,951757.752,0.123
385,1,24,23,47,V  ,    ,-42006.618,0.169,8582.225,0.004,B-,-7444.04,6.032,46,954904.038,0.181
386,-1,23,24,47,Cr ,    ,-34562.578,6.03,8407.195,0.128,B-,-11996.204,32.24,46,962895.544,6.473
387,-3,22,25,47,Mn ,   x,-22566.374,31.671,8135.311,0.674,B-,-15.697,0.501,46,975774.0,34.0
388,-5,21,26,47,Fe ,   x,-0.0687,0.005,7.785,0.011,B-,-17.24,0.781,46,9.92625,0.00537
389,-7,20,27,47,Co ,   x,0.1037,0.006,7.401,0.013,B-,0.0,0.0,47,0.11133,0.00644
390,16,32,16,48,S  ,   x,0.12761,0.00596,7.545,0.012,B-,17.042,0.778,48,0.137,0.0064
391,14,31,17,48,Cl ,   x,-0.0428,0.005,7.883,0.01,B-,18.001,0.587,47,9.95405,0.00537
392,12,30,18,48,Ar ,   x,-22281.337,307.393,8242.132,6.404,B-,10003.14,307.394,47,976080.0,330.0
393,10,29,19,48,K  ,   x,-32284.477,0.773,8434.232,0.016,B-,11940.153,0.779,47,965341.186,0.83
394,8,28,20,48,Ca ,    ,-44224.629,0.096,8666.686,0.002,B-,279.213,4.95,47,952522.904,0.103
395,6,27,21,48,Sc ,    ,-44503.842,4.951,8656.204,0.103,B-,3988.866,4.95,47,952223.157,5.314
396,4,26,22,48,Ti ,    ,-48492.709,0.109,8723.006,0.002,B-,-4015.015,0.969,47,947940.932,0.117
397,2,25,23,48,V  ,    ,-44477.694,0.975,8623.061,0.02,B-,-1655.673,7.388,47,952251.229,1.046
398,0,24,24,48,Cr , +nn,-42822.02,7.324,8572.269,0.153,B-,-13525.682,10.087,47,954028.667,7.862
399,-2,23,25,48,Mn ,    ,-29296.338,6.939,8274.185,0.145,B-,-11.296,0.4,47,968549.085,7.449
400,-4,22,26,48,Fe ,   x,-0.18,0.004,8.023,0.008,B-,-19.5,0.64,47,9.80676,0.00429
401,-6,21,27,48,Co ,   x,0.015,0.005,7.6,0.01,B-,-15.293,0.708,48,0.0161,0.00537
402,-8,20,28,48,Ni , -pp,0.16793,0.00502,7.265,0.01,B-,0.0,0.0,48,0.18028,0.00538
403,17,33,16,49,S  ,  -n,0.21093,0.00667,7.385,0.014,B-,20.153,0.897,49,0.22644,0.00716
404,15,32,17,49,Cl ,   x,0.0094,0.006,7.781,0.012,B-,18.13,0.721,49,0.01009,0.00644
405,13,31,18,49,Ar ,   x,-0.1719,0.004,8.135,0.008,B-,12.422,0.4,48,9.81546,0.00429
406,11,30,19,49,K  ,   x,-29611.49,0.801,8372.274,0.016,B-,11688.275,0.826,48,968210.755,0.86
407,9,29,20,49,Ca ,  -n,-41299.765,0.201,8594.844,0.004,B-,5261.5,2.702,48,955662.875,0.216
408,7,28,21,49,Sc ,    ,-46561.265,2.698,8686.256,0.055,B-,2002.522,2.697,48,950014.423,2.896
409,5,27,22,49,Ti ,    ,-48563.787,0.114,8711.157,0.002,B-,-601.856,0.82,48,947864.627,0.122
410,3,26,23,49,V  ,   -,-47961.931,0.828,8682.908,0.017,B-,-2628.871,2.391,48,948510.746,0.889
411,1,25,24,49,Cr ,    ,-45333.06,2.243,8613.291,0.046,B-,-7712.426,0.233,48,951332.955,2.407
412,-1,24,25,49,Mn ,    ,-37620.634,2.255,8439.929,0.046,B-,-12869.907,24.324,48,959612.585,2.42
413,-3,23,26,49,Fe ,   x,-24750.727,24.219,8161.311,0.494,B-,-14.87,0.501,48,973429.0,26.0
414,-5,22,27,49,Co ,   x,-0.0988,0.005,7.842,0.01,B-,-18.08,0.781,48,9.89393,0.00537
415,-7,21,28,49,Ni ,   x,0.082,0.006,7.457,0.012,B-,0.0,0.0,49,0.08803,0.00644
416,16,33,17,50,Cl ,   x,0.0774,0.006,7.651,0.012,B-,21.069,0.781,50,0.08309,0.00644
417,14,32,18,50,Ar ,   x,-0.1333,0.005,8.056,0.01,B-,12.398,0.5,49,9.8569,0.00537
418,12,31,19,50,K  ,   x,-25727.848,7.731,8288.582,0.155,B-,13861.376,7.892,49,972380.017,8.3
419,10,30,20,50,Ca ,   x,-39589.224,1.584,8550.163,0.032,B-,4958.158,15.084,49,957499.217,1.7
420,8,29,21,50,Sc , -pn,-44547.382,15.0,8633.679,0.3,B-,6884.278,15.0,49,952176.415,16.103
421,6,28,22,50,Ti ,    ,-51431.66,0.121,8755.718,0.002,B-,-2207.647,0.426,49,944785.839,0.129
422,4,27,23,50,V  ,  +n,-49224.013,0.409,8695.918,0.008,B-,1038.059,0.299,49,947155.845,0.438
423,2,26,24,50,Cr ,    ,-50262.072,0.437,8701.032,0.009,B-,-7634.477,0.067,49,946041.443,0.468
424,0,25,25,50,Mn ,    ,-42627.595,0.442,8532.696,0.009,B-,-8151.139,8.395,49,954237.391,0.474
425,-2,24,26,50,Fe ,   x,-34476.456,8.383,8354.026,0.168,B-,-16.846,0.4,49,962988.0,9.0
426,-4,23,27,50,Co ,   x,-0.1763,0.004,8.001,0.008,B-,-13.51,0.64,49,9.81073,0.00429
427,-6,22,28,50,Ni ,   x,-0.0412,0.005,7.716,0.01,B-,0.0,0.0,49,9.95577,0.00537
428,17,34,17,51,Cl ,   x,0.1429,0.007,7.53,0.014,B-,20.98,0.922,51,0.15341,0.00751
429,15,33,18,51,Ar ,   x,-0.0669,0.006,7.926,0.012,B-,15.826,0.6,50,9.92818,0.00644
430,13,32,19,51,K  ,   x,-22516.196,13.047,8221.349,0.256,B-,13816.107,13.057,50,975827.867,14.006
431,11,31,20,51,Ca ,   x,-36332.304,0.522,8476.913,0.01,B-,6896.381,20.007,50,960995.665,0.56
432,9,30,21,51,Sc ,-p2n,-43228.684,20.0,8596.796,0.392,B-,6504.153,20.006,50,953592.095,21.471
433,7,29,22,51,Ti ,  -n,-49732.837,0.505,8708.988,0.01,B-,2471.005,0.644,50,946609.6,0.541
434,5,28,23,51,V  ,    ,-52203.842,0.401,8742.099,0.008,B-,-752.447,0.213,50,943956.867,0.43
435,3,27,24,51,Cr ,    ,-51451.395,0.4,8712.005,0.008,B-,-3207.518,0.346,50,944764.652,0.429
436,1,26,25,51,Mn ,    ,-48243.877,0.502,8633.772,0.01,B-,-8041.321,8.977,50,948208.065,0.539
437,-1,25,26,51,Fe ,    ,-40202.555,8.964,8460.759,0.176,B-,-12860.412,49.26,50,956840.779,9.623
438,-3,24,27,51,Co ,   x,-27342.143,48.438,8193.254,0.95,B-,-15.442,0.503,50,970647.0,52.0
439,-5,23,28,51,Ni ,   x,-0.119,0.005,7.875,0.01,B-,0.0,0.0,50,9.87225,0.00537
440,16,34,18,52,Ar ,   x,-0.0128,0.006,7.825,0.012,B-,15.858,0.601,51,9.98626,0.00644
441,14,33,19,52,K  ,   x,-17137.627,33.534,8115.029,0.645,B-,17128.639,33.54,51,981602.0,36.0
442,12,32,20,52,Ca ,   x,-34266.266,0.671,8429.381,0.013,B-,6177.013,81.855,51,963213.648,0.72
443,10,31,21,52,Sc ,   x,-40443.279,81.852,8533.125,1.574,B-,9026.541,82.157,51,956582.351,87.871
444,8,30,22,52,Ti , -nn,-49469.82,7.072,8691.667,0.136,B-,1973.948,7.085,51,946891.96,7.592
445,6,29,23,52,V  ,  -n,-51443.769,0.42,8714.582,0.008,B-,3975.473,0.531,51,944772.839,0.45
446,4,28,24,52,Cr ,    ,-55419.242,0.34,8775.989,0.007,B-,-4711.958,1.851,51,940504.992,0.364
447,2,27,25,52,Mn ,    ,-50707.284,1.845,8670.329,0.035,B-,-2376.92,5.017,51,945563.488,1.98
448,0,26,26,52,Fe ,    ,-48330.363,5.117,8609.574,0.098,B-,-13969.413,9.822,51,948115.217,5.493
449,-2,25,27,52,Co ,   x,-34360.951,8.383,8325.886,0.161,B-,-12.031,0.4,51,963112.0,9.0
450,-4,24,28,52,Ni ,   x,-0.2233,0.004,8.079,0.008,B-,-20.049,0.721,51,9.76028,0.00429
451,-6,23,29,52,Cu ,   x,-0.0228,0.006,7.679,0.012,B-,0.0,0.0,51,9.97552,0.00644
452,17,35,18,53,Ar ,   x,0.06791,0.00699,7.677,0.013,B-,19.086,0.708,53,0.0729,0.0075
453,15,34,19,53,K  ,   x,-12295.721,111.779,8022.848,2.109,B-,17091.983,120.047,52,986800.0,120.0
454,13,33,20,53,Ca ,   x,-29387.704,43.78,8330.577,0.826,B-,9519.104,103.774,52,968451.0,47.0
455,11,32,21,53,Sc ,   x,-38906.808,94.087,8495.421,1.775,B-,7924.253,137.339,52,958231.821,101.006
456,9,31,22,53,Ti ,   +,-46831.061,100.049,8630.174,1.888,B-,5020.0,100.0,52,949724.785,107.406
457,7,30,23,53,V  ,  +p,-51851.061,3.12,8710.13,0.059,B-,3435.938,3.102,52,944335.593,3.349
458,5,29,24,53,Cr ,    ,-55286.999,0.348,8760.198,0.007,B-,-596.884,0.356,52,940646.961,0.373
459,3,28,25,53,Mn ,    ,-54690.116,0.45,8734.175,0.009,B-,-3742.586,1.686,52,941287.742,0.483
460,1,27,26,53,Fe ,    ,-50947.53,1.656,8648.799,0.031,B-,-8288.101,0.443,52,945305.574,1.777
461,-1,26,27,53,Co ,    ,-42659.428,1.713,8477.658,0.032,B-,-13028.604,25.209,52,954203.217,1.839
462,-3,25,28,53,Ni ,   x,-29630.824,25.15,8217.074,0.475,B-,-16.361,0.501,52,968190.0,27.0
463,-5,24,29,53,Cu ,   x,-0.1327,0.005,7.894,0.009,B-,0.0,0.0,52,9.85754,0.00537
464,16,35,19,54,K  ,   x,-0.05002,0.00596,7.889,0.011,B-,20.158,0.598,53,9.9463,0.0064
465,14,34,20,54,Ca ,   x,-25160.585,48.438,8247.496,0.897,B-,8730.315,277.066,53,972989.0,52.0
